Segment,Country,Product,Discount_Band,Units_Sold,Manufacturing_Price,Sale_Price,Gross_Sales,Discounts,Sales,COGS,Profit,Date,Month_Number,Month_Name,Year,Profit_Margin_Pct,Gross_Margin_Pct,Discount_Pct,Unit_Profit,Unit_Cost,Markup_Pct,Contribution_Margin,Contribution_Margin_Pct,Quarter,Week,Day_of_Week,Is_Weekend,Fiscal_Year,Year_Month,Revenue_Category,Profit_Category,Discount_Tier,Sales_Per_Unit,COGS_Per_Unit,Discount_Per_Unit,Is_High_Margin,Is_Loss,Is_Heavy_Discount
Government,France,Amarilla,Low,941,260,20,18820.0,376.4,18443.6,9410.0,9033.6,2014-01-11,11,November,2014,48.98,48.98,2.0,9.6,10.0,-92.31,9033.599999999999,48.98,1,2,Saturday,1,2015,2014-01,Medium,Medium Profit,Low Discount,19.6,10.0,0.4,1,0,0
Small Business,Canada,Amarilla,Low,1916,260,300,574800.0,11496.0,563304.0,479000.0,84304.0,2014-01-12,12,December,2014,14.97,14.97,2.0,44.0,250.0,15.38,84304.0,14.97,1,2,Sunday,1,2015,2014-01,Enterprise,High Profit,Low Discount,294.0,250.0,6.0,0,0,0
Enterprise,France,Carretera,Low,4243,3,125,530437.5,15913.13,514524.37,509220.0,5304.380000000005,2014-01-04,4,April,2014,1.03,1.03,3.0,1.25,120.01,4066.67,5304.369999999995,1.03,1,1,Saturday,1,2015,2014-01,Enterprise,Medium Profit,Low Discount,121.26,120.01,3.75,0,0,0
Government,Germany,Carretera,Low,2580,3,20,51600.0,1548.0,50052.0,25800.0,24252.0,2014-01-04,4,April,2014,48.45,48.45,3.0,9.4,10.0,566.67,24252.0,48.45,1,1,Saturday,1,2015,2014-01,Large,High Profit,Low Discount,19.4,10.0,0.6,1,0,0
Small Business,Germany,Carretera,Low,689,3,300,206700.0,6201.0,200499.0,172250.0,28249.0,2014-01-06,6,June,2014,14.09,14.09,3.0,41.0,250.0,9900.0,28249.0,14.09,1,2,Monday,0,2015,2014-01,Enterprise,High Profit,Low Discount,291.0,250.0,9.0,0,0,0
Channel Partners,United States Of America,Carretera,Low,1947,3,12,23364.0,700.92,22663.08,5841.0,16822.08,2014-01-09,9,September,2014,74.23,74.23,3.0,8.64,3.0,300.0,16822.08,74.23,1,2,Thursday,0,2015,2014-01,Medium,Medium Profit,Low Discount,11.64,3.0,0.36,1,0,0
Channel Partners,Canada,Carretera,Low,908,3,12,10896.0,326.88,10569.12,2724.0,7845.120000000001,2013-01-12,12,December,2013,74.23,74.23,3.0,8.64,3.0,300.0,7845.120000000001,74.23,1,2,Saturday,1,2014,2013-01,Medium,Medium Profit,Low Discount,11.64,3.0,0.36,1,0,0
Government,Germany,Montana,Low,1958,5,7,13706.0,411.18,13294.82,9790.0,3504.82,2014-01-02,2,February,2014,26.36,26.36,3.0,1.79,5.0,40.0,3504.8199999999997,26.36,1,1,Thursday,0,2014,2014-01,Medium,Low Profit,Low Discount,6.79,5.0,0.21,0,0,0
Channel Partners,France,Montana,Low,1901,5,12,22812.0,684.36,22127.64,5703.0,16424.64,2014-01-06,6,June,2014,74.23,74.23,3.0,8.64,3.0,140.0,16424.64,74.23,1,2,Monday,0,2015,2014-01,Medium,Medium Profit,Low Discount,11.64,3.0,0.36,1,0,0
Government,France,Montana,Low,544,5,7,3808.0,114.24,3693.76,2720.0,973.7600000000002,2014-01-09,9,September,2014,26.36,26.36,3.0,1.79,5.0,40.0,973.7600000000002,26.36,1,2,Thursday,0,2015,2014-01,Small,Low Profit,Low Discount,6.79,5.0,0.21,0,0,0
Government,Germany,Montana,Low,1797,5,350,628950.0,18868.5,610081.5,467220.0,142861.5,2013-01-09,9,September,2013,23.42,23.42,3.0,79.5,260.0,6900.0,142861.5,23.42,1,2,Wednesday,0,2014,2013-01,Enterprise,High Profit,Low Discount,339.5,260.0,10.5,0,0,0
Enterprise,France,Montana,Low,1287,5,125,160875.0,4826.25,156048.75,154440.0,1608.75,2014-01-12,12,December,2014,1.03,1.03,3.0,1.25,120.0,2400.0,1608.75,1.03,1,2,Sunday,1,2015,2014-01,Enterprise,Low Profit,Low Discount,121.25,120.0,3.75,0,0,0
Enterprise,Germany,Montana,Low,1706,5,125,213250.0,6397.5,206852.5,204720.0,2132.5,2014-01-12,12,December,2014,1.03,1.03,3.0,1.25,120.0,2400.0,2132.5,1.03,1,2,Sunday,1,2015,2014-01,Enterprise,Low Profit,Low Discount,121.25,120.0,3.75,0,0,0
Small Business,France,Paseo,Low,2434,10,300,730350.0,21910.5,708439.5,608625.0,99814.5,2014-01-01,1,January,2014,14.09,14.09,3.0,41.01,250.05,2900.0,99814.5,14.09,1,1,Wednesday,0,2014,2014-01,Enterprise,High Profit,Low Discount,291.06,250.05,9.0,0,0,0
Enterprise,Canada,Paseo,Low,1774,10,125,221750.0,6652.5,215097.5,212880.0,2217.5,2014-01-03,3,March,2014,1.03,1.03,3.0,1.25,120.0,1150.0,2217.5,1.03,1,1,Friday,0,2014,2014-01,Enterprise,Low Profit,Low Discount,121.25,120.0,3.75,0,0,0
Channel Partners,France,Paseo,Low,1901,10,12,22812.0,684.36,22127.64,5703.0,16424.64,2014-01-06,6,June,2014,74.23,74.23,3.0,8.64,3.0,20.0,16424.64,74.23,1,2,Monday,0,2015,2014-01,Medium,Medium Profit,Low Discount,11.64,3.0,0.36,1,0,0
Small Business,Germany,Paseo,Low,689,10,300,206700.0,6201.0,200499.0,172250.0,28249.0,2014-01-06,6,June,2014,14.09,14.09,3.0,41.0,250.0,2900.0,28249.0,14.09,1,2,Monday,0,2015,2014-01,Enterprise,High Profit,Low Discount,291.0,250.0,9.0,0,0,0
Enterprise,Germany,Paseo,Low,1570,10,125,196250.0,5887.5,190362.5,188400.0,1962.5,2014-01-06,6,June,2014,1.03,1.03,3.0,1.25,120.0,1150.0,1962.5,1.03,1,2,Monday,0,2015,2014-01,Enterprise,Low Profit,Low Discount,121.25,120.0,3.75,0,0,0
Channel Partners,United States Of America,Paseo,Low,1369,10,12,16434.0,493.02,15940.98,4108.5,11832.48,2014-01-07,7,July,2014,74.23,74.23,3.0,8.64,3.0,20.0,11832.48,74.23,1,2,Tuesday,0,2015,2014-01,Medium,Medium Profit,Low Discount,11.64,3.0,0.36,1,0,0
Enterprise,Canada,Paseo,Low,2009,10,125,251125.0,7533.75,243591.25,241080.0,2511.25,2014-01-10,10,October,2014,1.03,1.03,3.0,1.25,120.0,1150.0,2511.25,1.03,1,2,Friday,0,2015,2014-01,Enterprise,Low Profit,Low Discount,121.25,120.0,3.75,0,0,0
Midmarket,Germany,Paseo,Low,1945,10,15,29175.0,875.25,28299.75,19450.0,8849.75,2013-01-10,10,October,2013,31.27,31.27,3.0,4.55,10.0,50.0,8849.75,31.27,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,Low Discount,14.55,10.0,0.45,1,0,0
Enterprise,France,Paseo,Low,1287,10,125,160875.0,4826.25,156048.75,154440.0,1608.75,2014-01-12,12,December,2014,1.03,1.03,3.0,1.25,120.0,1150.0,1608.75,1.03,1,2,Sunday,1,2015,2014-01,Enterprise,Low Profit,Low Discount,121.25,120.0,3.75,0,0,0
Enterprise,Germany,Paseo,Low,1706,10,125,213250.0,6397.5,206852.5,204720.0,2132.5,2014-01-12,12,December,2014,1.03,1.03,3.0,1.25,120.0,1150.0,2132.5,1.03,1,2,Sunday,1,2015,2014-01,Enterprise,Low Profit,Low Discount,121.25,120.0,3.75,0,0,0
Enterprise,Canada,Velo,Low,2009,120,125,251125.0,7533.75,243591.25,241080.0,2511.25,2014-01-10,10,October,2014,1.03,1.03,3.0,1.25,120.0,4.17,2511.25,1.03,1,2,Friday,0,2015,2014-01,Enterprise,Low Profit,Low Discount,121.25,120.0,3.75,0,0,0
Small Business,United States Of America,Vtt,Low,2844,250,300,853200.0,25596.0,827604.0,711000.0,116604.0,2014-01-02,2,February,2014,14.09,14.09,3.0,41.0,250.0,20.0,116604.0,14.09,1,1,Thursday,0,2014,2014-01,Enterprise,High Profit,Low Discount,291.0,250.0,9.0,0,0,0
Channel Partners,Mexico,Vtt,Low,1916,250,12,22992.0,689.76,22302.24,5748.0,16554.24,2014-01-04,4,April,2014,74.23,74.23,3.0,8.64,3.0,-95.2,16554.24,74.23,1,1,Saturday,1,2015,2014-01,Medium,Medium Profit,Low Discount,11.64,3.0,0.36,1,0,0
Enterprise,Germany,Vtt,Low,1570,250,125,196250.0,5887.5,190362.5,188400.0,1962.5,2014-01-06,6,June,2014,1.03,1.03,3.0,1.25,120.0,-50.0,1962.5,1.03,1,2,Monday,0,2015,2014-01,Enterprise,Low Profit,Low Discount,121.25,120.0,3.75,0,0,0
Small Business,Canada,Vtt,Low,1874,250,300,562200.0,16866.0,545334.0,468500.0,76834.0,2014-01-08,8,August,2014,14.09,14.09,3.0,41.0,250.0,20.0,76834.0,14.09,1,2,Wednesday,0,2015,2014-01,Enterprise,High Profit,Low Discount,291.0,250.0,9.0,0,0,0
Government,Mexico,Vtt,Low,1642,250,350,574700.0,17241.0,557459.0,426920.0,130539.0,2014-01-08,8,August,2014,23.42,23.42,3.0,79.5,260.0,40.0,130539.0,23.42,1,2,Wednesday,0,2015,2014-01,Enterprise,High Profit,Low Discount,339.5,260.0,10.5,0,0,0
Midmarket,Germany,Vtt,Low,1945,250,15,29175.0,875.25,28299.75,19450.0,8849.75,2013-01-10,10,October,2013,31.27,31.27,3.0,4.55,10.0,-94.0,8849.75,31.27,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,Low Discount,14.55,10.0,0.45,1,0,0
Government,Canada,Carretera,Low,831,3,20,16620.0,498.6,16121.4,8310.0,7811.4,2014-01-05,5,May,2014,48.45,48.45,3.0,9.4,10.0,566.67,7811.4,48.45,1,1,Sunday,1,2015,2014-01,Medium,Medium Profit,Low Discount,19.4,10.0,0.6,1,0,0
Government,Mexico,Paseo,Low,1760,10,7,12320.0,369.6,11950.4,8800.0,3150.4,2013-01-09,9,September,2013,26.36,26.36,3.0,1.79,5.0,-30.0,3150.3999999999996,26.36,1,2,Wednesday,0,2014,2013-01,Medium,Low Profit,Low Discount,6.79,5.0,0.21,0,0,0
Government,Canada,Velo,Low,3850,120,20,77010.0,2310.3,74699.7,38505.0,36194.7,2014-01-04,4,April,2014,48.45,48.45,3.0,9.4,10.0,-83.33,36194.7,48.45,1,1,Saturday,1,2015,2014-01,Large,High Profit,Low Discount,19.4,10.0,0.6,1,0,0
Channel Partners,Germany,Vtt,Low,2479,250,12,29748.0,892.44,28855.56,7437.0,21418.56,2014-01-01,1,January,2014,74.23,74.23,3.0,8.64,3.0,-95.2,21418.56,74.23,1,1,Wednesday,0,2014,2014-01,Medium,High Profit,Low Discount,11.64,3.0,0.36,1,0,0
Midmarket,Mexico,Montana,Low,2031,5,15,30465.0,1218.6,29246.4,20310.0,8936.400000000001,2014-01-10,10,October,2014,30.56,30.56,4.0,4.4,10.0,200.0,8936.400000000001,30.56,1,2,Friday,0,2015,2014-01,Medium,Medium Profit,Low Discount,14.4,10.0,0.6,1,0,0
Midmarket,Mexico,Paseo,Low,2031,10,15,30465.0,1218.6,29246.4,20310.0,8936.400000000001,2014-01-10,10,October,2014,30.56,30.56,4.0,4.4,10.0,50.0,8936.400000000001,30.56,1,2,Friday,0,2015,2014-01,Medium,Medium Profit,Low Discount,14.4,10.0,0.6,1,0,0
Midmarket,France,Paseo,Low,2261,10,15,33915.0,1356.6,32558.4,22610.0,9948.4,2013-01-12,12,December,2013,30.56,30.56,4.0,4.4,10.0,50.0,9948.400000000001,30.56,1,2,Saturday,1,2014,2013-01,Medium,Medium Profit,Low Discount,14.4,10.0,0.6,1,0,0
Government,United States Of America,Velo,Low,736,120,20,14720.0,588.8,14131.2,7360.0,6771.200000000001,2013-01-09,9,September,2013,47.92,47.92,4.0,9.2,10.0,-83.33,6771.200000000001,47.92,1,2,Wednesday,0,2014,2013-01,Medium,Medium Profit,Low Discount,19.2,10.0,0.8,1,0,0
Government,Canada,Carretera,Low,2851,3,7,19957.0,798.28,19158.72,14255.0,4903.720000000001,2013-01-10,10,October,2013,25.6,25.6,4.0,1.72,5.0,133.33,4903.720000000001,25.6,1,2,Thursday,0,2014,2013-01,Medium,Low Profit,Low Discount,6.72,5.0,0.28,0,0,0
Small Business,Germany,Carretera,Low,2021,3,300,606300.0,24252.0,582048.0,505250.0,76798.0,2014-01-10,10,October,2014,13.19,13.19,4.0,38.0,250.0,9900.0,76798.0,13.19,1,2,Friday,0,2015,2014-01,Enterprise,High Profit,Low Discount,288.0,250.0,12.0,0,0,0
Government,United States Of America,Carretera,Low,274,3,350,95900.0,3836.0,92064.0,71240.0,20824.0,2014-01-12,12,December,2014,22.62,22.62,4.0,76.0,260.0,11566.67,20824.0,22.62,1,2,Sunday,1,2015,2014-01,Large,High Profit,Low Discount,336.0,260.0,14.0,0,0,0
Midmarket,Canada,Montana,Low,1967,5,15,29505.0,1180.2,28324.8,19670.0,8654.8,2014-01-03,3,March,2014,30.56,30.56,4.0,4.4,10.0,200.0,8654.8,30.56,1,1,Friday,0,2014,2014-01,Medium,Medium Profit,Low Discount,14.4,10.0,0.6,1,0,0
Small Business,Germany,Montana,Low,1859,5,300,557700.0,22308.0,535392.0,464750.0,70642.0,2014-01-08,8,August,2014,13.19,13.19,4.0,38.0,250.0,5900.0,70642.0,13.19,1,2,Wednesday,0,2015,2014-01,Enterprise,High Profit,Low Discount,288.0,250.0,12.0,0,0,0
Government,Canada,Montana,Low,2851,5,7,19957.0,798.28,19158.72,14255.0,4903.720000000001,2013-01-10,10,October,2013,25.6,25.6,4.0,1.72,5.0,40.0,4903.720000000001,25.6,1,2,Thursday,0,2014,2013-01,Medium,Low Profit,Low Discount,6.72,5.0,0.28,0,0,0
Small Business,Germany,Montana,Low,2021,5,300,606300.0,24252.0,582048.0,505250.0,76798.0,2014-01-10,10,October,2014,13.19,13.19,4.0,38.0,250.0,5900.0,76798.0,13.19,1,2,Friday,0,2015,2014-01,Enterprise,High Profit,Low Discount,288.0,250.0,12.0,0,0,0
Enterprise,Mexico,Montana,Low,1138,5,125,142250.0,5690.0,136560.0,136560.0,0.0,2014-01-12,12,December,2014,0.0,0.0,4.0,0.0,120.0,2400.0,0.0,0.0,1,2,Sunday,1,2015,2014-01,Enterprise,Loss,Low Discount,120.0,120.0,5.0,0,0,0
Government,Canada,Paseo,Low,4251,10,7,29757.0,1190.28,28566.72,21255.0,7311.720000000001,2014-01-01,1,January,2014,25.6,25.6,4.0,1.72,5.0,-30.0,7311.720000000001,25.6,1,1,Wednesday,0,2014,2014-01,Medium,Medium Profit,Low Discount,6.72,5.0,0.28,0,0,0
Enterprise,Germany,Paseo,Low,795,10,125,99375.0,3975.0,95400.0,95400.0,0.0,2014-01-03,3,March,2014,0.0,0.0,4.0,0.0,120.0,1150.0,0.0,0.0,1,1,Friday,0,2014,2014-01,Large,Loss,Low Discount,120.0,120.0,5.0,0,0,0
Small Business,Germany,Paseo,Low,1414,10,300,424350.0,16974.0,407376.0,353625.0,53751.0,2014-01-04,4,April,2014,13.19,13.19,4.0,38.01,250.09,2900.0,53751.0,13.19,1,1,Saturday,1,2015,2014-01,Enterprise,High Profit,Low Discount,288.1,250.09,12.0,0,0,0
Small Business,United States Of America,Paseo,Low,2918,10,300,875400.0,35016.0,840384.0,729500.0,110884.0,2014-01-05,5,May,2014,13.19,13.19,4.0,38.0,250.0,2900.0,110884.0,13.19,1,1,Sunday,1,2015,2014-01,Enterprise,High Profit,Low Discount,288.0,250.0,12.0,0,0,0
Government,United States Of America,Paseo,Low,3450,10,350,1207500.0,48300.0,1159200.0,897000.0,262200.0,2014-01-07,7,July,2014,22.62,22.62,4.0,76.0,260.0,3400.0,262200.0,22.62,1,2,Tuesday,0,2015,2014-01,Enterprise,High Profit,Low Discount,336.0,260.0,14.0,0,0,0
Enterprise,France,Paseo,Low,2988,10,125,373500.0,14940.0,358560.0,358560.0,0.0,2014-01-07,7,July,2014,0.0,0.0,4.0,0.0,120.0,1150.0,0.0,0.0,1,2,Tuesday,0,2015,2014-01,Enterprise,Loss,Low Discount,120.0,120.0,5.0,0,0,0
Midmarket,Canada,Paseo,Low,218,10,15,3270.0,130.8,3139.2,2180.0,959.1999999999998,2014-01-09,9,September,2014,30.56,30.56,4.0,4.4,10.0,50.0,959.1999999999998,30.56,1,2,Thursday,0,2015,2014-01,Small,Low Profit,Low Discount,14.4,10.0,0.6,1,0,0
Government,Canada,Paseo,Low,2074,10,20,41480.0,1659.2,39820.8,20740.0,19080.800000000003,2014-01-09,9,September,2014,47.92,47.92,4.0,9.2,10.0,100.0,19080.800000000003,47.92,1,2,Thursday,0,2015,2014-01,Medium,Medium Profit,Low Discount,19.2,10.0,0.8,1,0,0
Government,United States Of America,Paseo,Low,1056,10,20,21120.0,844.8,20275.2,10560.0,9715.2,2014-01-09,9,September,2014,47.92,47.92,4.0,9.2,10.0,100.0,9715.2,47.92,1,2,Thursday,0,2015,2014-01,Medium,Medium Profit,Low Discount,19.2,10.0,0.8,1,0,0
Midmarket,United States Of America,Paseo,Low,671,10,15,10065.0,402.6,9662.4,6710.0,2952.4,2013-01-10,10,October,2013,30.56,30.56,4.0,4.4,10.0,50.0,2952.3999999999996,30.56,1,2,Thursday,0,2014,2013-01,Small,Low Profit,Low Discount,14.4,10.0,0.6,1,0,0
Midmarket,Mexico,Paseo,Low,1514,10,15,22710.0,908.4,21801.6,15140.0,6661.599999999999,2013-01-10,10,October,2013,30.56,30.56,4.0,4.4,10.0,50.0,6661.5999999999985,30.56,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,Low Discount,14.4,10.0,0.6,1,0,0
Government,United States Of America,Paseo,Low,274,10,350,95900.0,3836.0,92064.0,71240.0,20824.0,2014-01-12,12,December,2014,22.62,22.62,4.0,76.0,260.0,3400.0,20824.0,22.62,1,2,Sunday,1,2015,2014-01,Large,High Profit,Low Discount,336.0,260.0,14.0,0,0,0
Enterprise,Mexico,Paseo,Low,1138,10,125,142250.0,5690.0,136560.0,136560.0,0.0,2014-01-12,12,December,2014,0.0,0.0,4.0,0.0,120.0,1150.0,0.0,0.0,1,2,Sunday,1,2015,2014-01,Enterprise,Loss,Low Discount,120.0,120.0,5.0,0,0,0
Channel Partners,United States Of America,Velo,Low,1465,120,12,17580.0,703.2,16876.8,4395.0,12481.8,2014-01-03,3,March,2014,73.96,73.96,4.0,8.52,3.0,-90.0,12481.8,73.96,1,1,Friday,0,2014,2014-01,Medium,Medium Profit,Low Discount,11.52,3.0,0.48,1,0,0
Government,Canada,Velo,Low,2646,120,20,52920.0,2116.8,50803.2,26460.0,24343.2,2013-01-09,9,September,2013,47.92,47.92,4.0,9.2,10.0,-83.33,24343.199999999997,47.92,1,2,Wednesday,0,2014,2013-01,Large,High Profit,Low Discount,19.2,10.0,0.8,1,0,0
Government,France,Velo,Low,2177,120,350,761950.0,30478.0,731472.0,566020.0,165452.0,2014-01-10,10,October,2014,22.62,22.62,4.0,76.0,260.0,191.67,165452.0,22.62,1,2,Friday,0,2015,2014-01,Enterprise,High Profit,Low Discount,336.0,260.0,14.0,0,0,0
Channel Partners,France,Vtt,Low,866,250,12,10392.0,415.68,9976.32,2598.0,7378.32,2014-01-05,5,May,2014,73.96,73.96,4.0,8.52,3.0,-95.2,7378.32,73.96,1,1,Sunday,1,2015,2014-01,Small,Medium Profit,Low Discount,11.52,3.0,0.48,1,0,0
Government,United States Of America,Vtt,Low,349,250,350,122150.0,4886.0,117264.0,90740.0,26524.0,2013-01-09,9,September,2013,22.62,22.62,4.0,76.0,260.0,40.0,26524.0,22.62,1,2,Wednesday,0,2014,2013-01,Enterprise,High Profit,Low Discount,336.0,260.0,14.0,0,0,0
Government,France,Vtt,Low,2177,250,350,761950.0,30478.0,731472.0,566020.0,165452.0,2014-01-10,10,October,2014,22.62,22.62,4.0,76.0,260.0,40.0,165452.0,22.62,1,2,Friday,0,2015,2014-01,Enterprise,High Profit,Low Discount,336.0,260.0,14.0,0,0,0
Midmarket,Mexico,Vtt,Low,1514,250,15,22710.0,908.4,21801.6,15140.0,6661.599999999999,2013-01-10,10,October,2013,30.56,30.56,4.0,4.4,10.0,-94.0,6661.5999999999985,30.56,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,Low Discount,14.4,10.0,0.6,1,0,0
Government,Mexico,Amarilla,Low,1865,260,350,652750.0,26110.0,626640.0,484900.0,141740.0,2014-01-02,2,February,2014,22.62,22.62,4.0,76.0,260.0,34.62,141740.0,22.62,1,1,Thursday,0,2014,2014-01,Enterprise,High Profit,Low Discount,336.0,260.0,14.0,0,0,0
Enterprise,Mexico,Amarilla,Low,1074,260,125,134250.0,5370.0,128880.0,128880.0,0.0,2014-01-04,4,April,2014,0.0,0.0,4.0,0.0,120.0,-51.92,0.0,0.0,1,1,Saturday,1,2015,2014-01,Enterprise,Loss,Low Discount,120.0,120.0,5.0,0,0,0
Government,Germany,Amarilla,Low,1907,260,350,667450.0,26698.0,640752.0,495820.0,144932.0,2014-01-09,9,September,2014,22.62,22.62,4.0,76.0,260.0,34.62,144932.0,22.62,1,2,Thursday,0,2015,2014-01,Enterprise,High Profit,Low Discount,336.0,260.0,14.0,0,0,0
Midmarket,United States Of America,Amarilla,Low,671,260,15,10065.0,402.6,9662.4,6710.0,2952.4,2013-01-10,10,October,2013,30.56,30.56,4.0,4.4,10.0,-94.23,2952.3999999999996,30.56,1,2,Thursday,0,2014,2013-01,Small,Low Profit,Low Discount,14.4,10.0,0.6,1,0,0
Government,Canada,Amarilla,Low,1778,260,350,622300.0,24892.0,597408.0,462280.0,135128.0,2013-01-12,12,December,2013,22.62,22.62,4.0,76.0,260.0,34.62,135128.0,22.62,1,2,Saturday,1,2014,2013-01,Enterprise,High Profit,Low Discount,336.0,260.0,14.0,0,0,0
Government,Germany,Montana,Medium,1159,5,7,8113.0,405.65,7707.35,5795.0,1912.3500000000004,2013-01-10,10,October,2013,24.81,24.81,5.0,1.65,5.0,40.0,1912.3500000000004,24.81,1,2,Thursday,0,2014,2013-01,Small,Low Profit,Medium Discount,6.65,5.0,0.35,0,0,0
Government,Germany,Paseo,Medium,1372,10,7,9604.0,480.2,9123.8,6860.0,2263.7999999999997,2014-01-01,1,January,2014,24.81,24.81,5.0,1.65,5.0,-30.0,2263.7999999999993,24.81,1,1,Wednesday,0,2014,2014-01,Small,Low Profit,Medium Discount,6.65,5.0,0.35,0,0,0
Government,Canada,Paseo,Medium,2349,10,7,16443.0,822.15,15620.85,11745.0,3875.85,2013-01-09,9,September,2013,24.81,24.81,5.0,1.65,5.0,-30.0,3875.8500000000004,24.81,1,2,Wednesday,0,2014,2013-01,Medium,Low Profit,Medium Discount,6.65,5.0,0.35,0,0,0
Government,Mexico,Paseo,Medium,2689,10,7,18823.0,941.15,17881.85,13445.0,4436.849999999999,2014-01-10,10,October,2014,24.81,24.81,5.0,1.65,5.0,-30.0,4436.8499999999985,24.81,1,2,Friday,0,2015,2014-01,Medium,Low Profit,Medium Discount,6.65,5.0,0.35,0,0,0
Channel Partners,Canada,Paseo,Medium,2431,10,12,29172.0,1458.6,27713.4,7293.0,20420.4,2014-01-12,12,December,2014,73.68,73.68,5.0,8.4,3.0,20.0,20420.4,73.68,1,2,Sunday,1,2015,2014-01,Medium,High Profit,Medium Discount,11.4,3.0,0.6,1,0,0
Channel Partners,Canada,Velo,Medium,2431,120,12,29172.0,1458.6,27713.4,7293.0,20420.4,2014-01-12,12,December,2014,73.68,73.68,5.0,8.4,3.0,-90.0,20420.4,73.68,1,2,Sunday,1,2015,2014-01,Medium,High Profit,Medium Discount,11.4,3.0,0.6,1,0,0
Government,Mexico,Vtt,Medium,2689,250,7,18823.0,941.15,17881.85,13445.0,4436.849999999999,2014-01-10,10,October,2014,24.81,24.81,5.0,1.65,5.0,-97.2,4436.8499999999985,24.81,1,2,Friday,0,2015,2014-01,Medium,Low Profit,Medium Discount,6.65,5.0,0.35,0,0,0
Government,Mexico,Amarilla,Medium,1683,260,7,11781.0,589.05,11191.95,8415.0,2776.9500000000007,2014-01-07,7,July,2014,24.81,24.81,5.0,1.65,5.0,-97.31,2776.9500000000007,24.81,1,2,Tuesday,0,2015,2014-01,Medium,Low Profit,Medium Discount,6.65,5.0,0.35,0,0,0
Channel Partners,Mexico,Amarilla,Medium,1123,260,12,13476.0,673.8,12802.2,3369.0,9433.2,2014-01-08,8,August,2014,73.68,73.68,5.0,8.4,3.0,-95.38,9433.2,73.68,1,2,Wednesday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,11.4,3.0,0.6,1,0,0
Government,Germany,Amarilla,Medium,1159,260,7,8113.0,405.65,7707.35,5795.0,1912.3500000000004,2013-01-10,10,October,2013,24.81,24.81,5.0,1.65,5.0,-97.31,1912.3500000000004,24.81,1,2,Thursday,0,2014,2013-01,Small,Low Profit,Medium Discount,6.65,5.0,0.35,0,0,0
Channel Partners,France,Carretera,Medium,1865,3,12,22380.0,1119.0,21261.0,5595.0,15666.0,2014-01-02,2,February,2014,73.68,73.68,5.0,8.4,3.0,300.0,15666.0,73.68,1,1,Thursday,0,2014,2014-01,Medium,Medium Profit,Medium Discount,11.4,3.0,0.6,1,0,0
Channel Partners,Germany,Carretera,Medium,1116,3,12,13392.0,669.6,12722.4,3348.0,9374.4,2014-01-02,2,February,2014,73.68,73.68,5.0,8.4,3.0,300.0,9374.4,73.68,1,1,Thursday,0,2014,2014-01,Medium,Medium Profit,Medium Discount,11.4,3.0,0.6,1,0,0
Government,France,Carretera,Medium,1563,3,20,31260.0,1563.0,29697.0,15630.0,14067.0,2014-01-05,5,May,2014,47.37,47.37,5.0,9.0,10.0,566.67,14067.0,47.37,1,1,Sunday,1,2015,2014-01,Medium,Medium Profit,Medium Discount,19.0,10.0,1.0,1,0,0
Small Business,United States Of America,Carretera,Medium,991,3,300,297300.0,14865.0,282435.0,247750.0,34685.0,2014-01-06,6,June,2014,12.28,12.28,5.0,35.0,250.0,9900.0,34685.0,12.28,1,2,Monday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,285.0,250.0,15.0,0,0,0
Government,Germany,Carretera,Medium,1016,3,7,7112.0,355.6,6756.4,5080.0,1676.3999999999996,2013-01-11,11,November,2013,24.81,24.81,5.0,1.65,5.0,133.33,1676.3999999999996,24.81,1,2,Friday,0,2014,2013-01,Small,Low Profit,Medium Discount,6.65,5.0,0.35,0,0,0
Midmarket,Mexico,Carretera,Medium,2791,3,15,41865.0,2093.25,39771.75,27910.0,11861.75,2014-01-11,11,November,2014,29.82,29.82,5.0,4.25,10.0,400.0,11861.75,29.82,1,2,Saturday,1,2015,2014-01,Medium,Medium Profit,Medium Discount,14.25,10.0,0.75,0,0,0
Government,United States Of America,Carretera,Medium,570,3,7,3990.0,199.5,3790.5,2850.0,940.5,2014-01-12,12,December,2014,24.81,24.81,5.0,1.65,5.0,133.33,940.5,24.81,1,2,Sunday,1,2015,2014-01,Small,Low Profit,Medium Discount,6.65,5.0,0.35,0,0,0
Government,France,Carretera,Medium,2487,3,7,17409.0,870.45,16538.55,12435.0,4103.549999999999,2014-01-12,12,December,2014,24.81,24.81,5.0,1.65,5.0,133.33,4103.549999999999,24.81,1,2,Sunday,1,2015,2014-01,Medium,Low Profit,Medium Discount,6.65,5.0,0.35,0,0,0
Government,France,Montana,Medium,1384,5,350,484575.0,24228.75,460346.25,359970.0,100376.25,2014-01-01,1,January,2014,21.8,21.8,5.0,72.53,260.09,6900.0,100376.25,21.8,1,1,Wednesday,0,2014,2014-01,Enterprise,High Profit,Medium Discount,332.62,260.09,17.51,0,0,0
